event_id,customer_id,account_id,event_date,event_type,user_count,gb_processed,api_calls,feature_name
EVT001363,CUST038,ACC038,2023-11-17,login,85,19.78,40,User Management
EVT001364,CUST038,ACC038,2024-02-18,login,61,6.33,61,Data Integration
EVT001365,CUST039,ACC039,2024-08-15,report_create,4,1.14,2,User Management
EVT001366,CUST039,ACC039,2024-07-10,login,4,0.81,59,API Access
EVT001367,CUST039,ACC039,2024-03-02,alert_trigger,2,1.16,35,Advanced Analytics
EVT001368,CUST039,ACC039,2024-07-08,login,3,0.4,90,Custom Reports
EVT001369,CUST039,ACC039,2024-03-10,login,10,0.18,66,Alerts & Notifications
EVT001370,CUST039,ACC039,2023-12-02,login,5,0.12,6,Data Integration
EVT001371,CUST039,ACC039,2024-02-08,api_call,2,1.6,6238,Alerts & Notifications
EVT001372,CUST039,ACC039,2023-11-20,dashboard_view,8,0.51,60,Advanced Analytics
EVT001373,CUST039,ACC039,2023-10-23,dashboard_view,2,1.34,17,Predictive Models
EVT001374,CUST039,ACC039,2024-09-06,login,5,1.78,5,Predictive Models
EVT001375,CUST039,ACC039,2024-05-22,login,7,0.59,73,Predictive Models
EVT001376,CUST039,ACC039,2024-05-15,dashboard_view,2,1.3,45,Alerts & Notifications
EVT001377,CUST039,ACC039,2024-08-13,login,6,1.23,21,Alerts & Notifications
EVT001378,CUST039,ACC039,2024-04-14,login,3,1.5,4,Data Export
EVT001379,CUST039,ACC039,2024-09-27,dashboard_view,2,1.27,22,API Access
EVT001380,CUST039,ACC039,2024-08-16,login,8,0.32,95,Custom Reports
EVT001381,CUST039,ACC039,2024-06-21,api_call,7,0.97,2870,Analytics Dashboard
EVT001382,CUST039,ACC039,2024-02-23,dashboard_view,4,1.62,52,Analytics Dashboard
EVT001383,CUST039,ACC039,2023-11-03,login,5,0.1,52,Analytics Dashboard
EVT001384,CUST040,ACC040,2024-07-24,dashboard_view,58,47.31,2,API Access
EVT001385,CUST040,ACC040,2024-05-24,login,50,39.52,17,Custom Reports
EVT001386,CUST040,ACC040,2024-06-30,login,35,14.51,37,Analytics Dashboard
EVT001387,CUST040,ACC040,2024-06-18,dashboard_view,33,29.94,77,Analytics Dashboard
EVT001388,CUST040,ACC040,2024-04-02,login,64,24.14,76,Predictive Models
EVT001389,CUST040,ACC040,2024-02-07,login,79,49.67,10,Custom Reports
EVT001390,CUST040,ACC040,2024-09-27,data_export,49,43.97,100,Advanced Analytics
EVT001391,CUST040,ACC040,2024-01-05,data_export,79,39.18,47,API Access
EVT001392,CUST040,ACC040,2024-08-09,login,63,20.62,16,Data Integration
EVT001393,CUST040,ACC040,2024-06-06,api_call,90,40.83,2094,User Management
EVT001394,CUST040,ACC040,2024-07-10,login,38,44.47,17,White Label Branding
EVT001395,CUST040,ACC040,2024-03-23,api_call,47,12.59,492,White Label Branding
EVT001396,CUST040,ACC040,2024-08-27,login,100,1.25,53,Data Export
EVT001397,CUST040,ACC040,2024-07-18,login,69,24.35,65,Analytics Dashboard
EVT001398,CUST040,ACC040,2024-06-21,data_export,45,19.84,100,Advanced Analytics
EVT001399,CUST040,ACC040,2024-08-30,dashboard_view,54,44.38,74,Advanced Analytics
EVT001400,CUST040,ACC040,2023-12-10,login,38,4.32,54,Predictive Models
EVT001401,CUST040,ACC040,2024-02-04,dashboard_view,33,2.98,83,API Access
EVT001402,CUST040,ACC040,2024-05-27,data_export,91,17.58,26,Custom Reports
EVT001403,CUST040,ACC040,2024-05-15,login,25,40.3,49,Custom Reports
EVT001404,CUST040,ACC040,2024-07-05,data_export,43,20.91,20,Data Integration
EVT001405,CUST040,ACC040,2024-01-31,report_create,67,38.68,70,Custom Reports
EVT001406,CUST040,ACC040,2024-06-09,login,20,30.41,75,User Management
EVT001407,CUST040,ACC040,2023-12-10,dashboard_view,84,27.75,79,Predictive Models
EVT001408,CUST040,ACC040,2024-08-22,dashboard_view,31,48.4,72,Custom Reports
EVT001409,CUST040,ACC040,2024-05-05,dashboard_view,85,2.99,91,Predictive Models
EVT001410,CUST040,ACC040,2023-10-23,login,20,10.25,45,Data Export
EVT001411,CUST040,ACC040,2024-09-17,data_export,97,8.88,86,Data Export
EVT001412,CUST040,ACC040,2024-06-07,dashboard_view,91,4.79,38,Advanced Analytics
EVT001413,CUST040,ACC040,2024-02-24,api_call,72,10.55,1032,Data Integration
EVT001414,CUST040,ACC040,2024-04-05,api_call,17,22.45,4294,API Access
EVT001415,CUST040,ACC040,2023-10-23,login,79,17.02,81,Custom Reports
EVT001416,CUST040,ACC040,2024-04-18,api_call,71,3.95,4941,Data Integration
EVT001417,CUST040,ACC040,2024-07-12,dashboard_view,91,46.73,27,Advanced Analytics
EVT001418,CUST040,ACC040,2024-03-29,login,51,23.61,23,Alerts & Notifications
EVT001419,CUST040,ACC040,2024-05-08,data_export,85,7.78,20,Analytics Dashboard
EVT001420,CUST040,ACC040,2024-07-02,dashboard_view,77,28.25,33,API Access
EVT001421,CUST040,ACC040,2024-06-04,report_create,59,34.88,19,Advanced Analytics
EVT001422,CUST040,ACC040,2024-09-16,dashboard_view,85,46.9,31,Predictive Models
EVT001423,CUST040,ACC040,2024-01-07,login,79,7.99,81,Alerts & Notifications
EVT001424,CUST040,ACC040,2024-06-27,report_create,58,8.16,19,Data Export
EVT001425,CUST040,ACC040,2024-07-11,dashboard_view,71,31.08,93,API Access
EVT001426,CUST040,ACC040,2023-11-25,api_call,29,33.91,2178,Data Export
EVT001427,CUST040,ACC040,2024-08-25,login,62,47.68,91,User Management
EVT001428,CUST040,ACC040,2024-08-07,login,70,7.04,89,Advanced Analytics
EVT001429,CUST040,ACC040,2023-12-25,login,87,1.17,63,User Management
EVT001430,CUST040,ACC040,2023-11-29,login,45,43.23,21,Predictive Models
EVT001431,CUST040,ACC040,2024-04-15,login,79,24.11,94,Data Export
EVT001432,CUST040,ACC040,2024-01-11,login,85,11.84,21,Analytics Dashboard
EVT001433,CUST040,ACC040,2024-07-29,dashboard_view,85,23.76,15,Data Integration
EVT001434,CUST040,ACC040,2024-05-04,report_create,38,25.09,41,Data Integration
EVT001435,CUST040,ACC040,2024-08-04,report_create,38,35.53,27,Data Export
EVT001436,CUST040,ACC040,2024-05-17,report_create,69,33.98,85,Data Integration
EVT001437,CUST040,ACC040,2024-06-16,login,74,2.53,76,Custom Reports
EVT001438,CUST040,ACC040,2024-03-19,report_create,18,3.88,38,API Access
EVT001439,CUST040,ACC040,2024-02-22,dashboard_view,37,22.05,46,Advanced Analytics
EVT001440,CUST040,ACC040,2024-07-04,data_export,74,34.93,39,Analytics Dashboard
EVT001441,CUST040,ACC040,2024-09-17,data_export,34,27.19,2,Alerts & Notifications
EVT001442,CUST040,ACC040,2024-06-19,login,56,36.91,29,Predictive Models
EVT001443,CUST040,ACC040,2024-10-01,dashboard_view,93,7.55,44,Alerts & Notifications
EVT001444,CUST040,ACC040,2024-08-06,login,11,7.13,51,Alerts & Notifications
EVT001445,CUST040,ACC040,2024-04-20,alert_trigger,78,1.16,10,Predictive Models
EVT001446,CUST040,ACC040,2023-10-24,login,11,3.62,42,Data Integration
EVT001447,CUST040,ACC040,2024-05-31,dashboard_view,34,49.74,76,Predictive Models
EVT001448,CUST040,ACC040,2024-09-19,dashboard_view,27,45.84,100,User Management
EVT001449,CUST040,ACC040,2024-05-23,login,89,15.26,26,Alerts & Notifications
EVT001450,CUST040,ACC040,2024-07-11,dashboard_view,29,1.31,6,Data Integration
EVT001451,CUST040,ACC040,2024-02-02,data_export,44,25.39,4,Alerts & Notifications
EVT001452,CUST040,ACC040,2024-07-05,login,75,25.47,1,Alerts & Notifications
EVT001453,CUST040,ACC040,2024-01-22,api_call,64,5.07,6944,Data Integration
EVT001454,CUST040,ACC040,2024-03-11,login,35,21.6,42,Data Integration
EVT001455,CUST040,ACC040,2024-07-12,dashboard_view,60,31.81,82,Predictive Models
EVT001456,CUST040,ACC040,2024-06-13,dashboard_view,35,40.2,86,Data Integration
EVT001457,CUST041,ACC041,2024-08-22,dashboard_view,1,0.46,33,Advanced Analytics
EVT001458,CUST041,ACC041,2024-06-27,api_call,9,0.2,8261,Analytics Dashboard
EVT001459,CUST041,ACC041,2024-04-09,login,3,0.92,32,Data Export
EVT001460,CUST041,ACC041,2024-05-16,login,1,1.25,59,Analytics Dashboard
EVT001461,CUST041,ACC041,2024-09-01,login,5,1.29,64,Data Export
EVT001462,CUST041,ACC041,2024-05-12,dashboard_view,5,0.94,3,Data Export
EVT001463,CUST041,ACC041,2024-01-31,data_export,3,1.56,57,Data Integration
EVT001464,CUST041,ACC041,2024-10-06,login,4,1.93,9,Analytics Dashboard
EVT001465,CUST041,ACC041,2024-05-30,login,9,1.23,28,Alerts & Notifications
EVT001466,CUST041,ACC041,2024-04-02,report_create,5,1.31,55,Alerts & Notifications
EVT001467,CUST041,ACC041,2023-12-16,dashboard_view,9,1.47,9,API Access
EVT001468,CUST041,ACC041,2024-05-09,login,8,0.47,95,Alerts & Notifications
EVT001469,CUST041,ACC041,2023-12-28,login,7,1.48,11,User Management
EVT001470,CUST041,ACC041,2024-01-18,login,8,1.86,90,API Access
EVT001471,CUST041,ACC041,2024-08-11,dashboard_view,1,1.11,33,Analytics Dashboard
EVT001472,CUST042,ACC042,2023-10-29,dashboard_view,7,1.0,59,Data Export
EVT001473,CUST042,ACC042,2024-06-07,login,7,0.38,36,Alerts & Notifications
EVT001474,CUST042,ACC042,2024-09-09,login,8,1.28,6,Data Integration
EVT001475,CUST042,ACC042,2024-08-13,api_call,7,1.03,4077,Alerts & Notifications
EVT001476,CUST042,ACC042,2023-11-27,login,4,1.64,79,Custom Reports
EVT001477,CUST042,ACC042,2023-10-24,dashboard_view,3,1.12,44,Advanced Analytics
EVT001478,CUST042,ACC042,2024-06-30,dashboard_view,1,1.33,89,Advanced Analytics
EVT001479,CUST042,ACC042,2024-08-04,login,6,1.69,27,Data Integration
EVT001480,CUST042,ACC042,2024-08-06,dashboard_view,3,0.03,89,User Management
EVT001481,CUST042,ACC042,2024-02-20,login,5,1.62,52,Data Export
EVT001482,CUST042,ACC042,2024-09-27,report_create,6,0.85,85,Analytics Dashboard
EVT001483,CUST042,ACC042,2024-08-17,login,7,1.41,47,Predictive Models
EVT001484,CUST043,ACC043,2024-08-13,dashboard_view,3,0.56,65,Data Export
EVT001485,CUST043,ACC043,2024-08-05,dashboard_view,1,0.29,91,API Access
EVT001486,CUST043,ACC043,2024-06-08,dashboard_view,2,0.95,58,API Access
EVT001487,CUST043,ACC043,2024-05-18,login,3,0.7,81,Data Export
EVT001488,CUST043,ACC043,2023-12-20,login,1,0.03,57,Analytics Dashboard
EVT001489,CUST043,ACC043,2024-01-03,dashboard_view,3,1.55,90,User Management
EVT001490,CUST043,ACC043,2024-10-09,dashboard_view,1,1.91,82,Data Integration
EVT001491,CUST043,ACC043,2024-03-20,login,1,0.44,71,Data Export
EVT001492,CUST043,ACC043,2023-11-07,dashboard_view,1,0.41,92,Advanced Analytics
EVT001493,CUST043,ACC043,2024-08-04,dashboard_view,2,1.81,91,API Access
EVT001494,CUST043,ACC043,2024-07-11,login,4,0.06,85,White Label Branding
EVT001495,CUST043,ACC043,2024-06-05,login,10,0.19,87,Analytics Dashboard
EVT001496,CUST043,ACC043,2023-11-23,report_create,4,0.45,77,Alerts & Notifications
EVT001497,CUST043,ACC043,2024-01-31,api_call,1,0.59,549,Data Export
EVT001498,CUST043,ACC043,2024-04-23,dashboard_view,9,0.15,89,API Access
EVT001499,CUST044,ACC044,2024-04-13,data_export,10,1.3,3,Data Integration
EVT001500,CUST044,ACC044,2024-10-09,login,30,1.68,58,White Label Branding
EVT001501,CUST044,ACC044,2024-08-05,report_create,30,1.34,89,Alerts & Notifications
EVT001502,CUST044,ACC044,2024-08-24,login,8,2.75,96,Data Integration
EVT001503,CUST044,ACC044,2024-04-02,login,4,0.14,37,User Management
EVT001504,CUST044,ACC044,2024-08-20,login,23,4.33,70,Alerts & Notifications
EVT001505,CUST044,ACC044,2023-11-25,login,14,7.32,61,Advanced Analytics
EVT001506,CUST044,ACC044,2024-04-08,dashboard_view,29,4.28,88,Data Integration
EVT001507,CUST044,ACC044,2024-08-26,login,6,1.47,43,Advanced Analytics
EVT001508,CUST044,ACC044,2023-11-07,dashboard_view,3,2.27,27,Data Integration
EVT001509,CUST044,ACC044,2024-08-04,report_create,3,7.77,43,Advanced Analytics
EVT001510,CUST044,ACC044,2024-01-14,login,27,6.52,37,Predictive Models
EVT001511,CUST044,ACC044,2024-06-08,login,9,2.27,73,Data Integration
EVT001512,CUST044,ACC044,2024-06-28,dashboard_view,14,7.67,28,White Label Branding
EVT001513,CUST044,ACC044,2024-09-12,login,25,5.69,84,Alerts & Notifications
EVT001514,CUST044,ACC044,2024-02-01,login,20,4.89,92,Data Integration
EVT001515,CUST044,ACC044,2024-03-03,data_export,8,7.32,49,Advanced Analytics
EVT001516,CUST044,ACC044,2024-03-16,data_export,19,6.6,80,User Management
EVT001517,CUST044,ACC044,2024-04-25,api_call,16,7.85,9318,White Label Branding
EVT001518,CUST044,ACC044,2024-05-17,login,23,0.25,97,Advanced Analytics
EVT001519,CUST045,ACC045,2024-06-20,login,1,0.62,85,Predictive Models
EVT001520,CUST045,ACC045,2024-08-15,dashboard_view,7,1.25,9,API Access
EVT001521,CUST045,ACC045,2024-07-29,login,3,1.74,0,Custom Reports
EVT001522,CUST045,ACC045,2024-03-07,report_create,3,2.0,75,API Access
EVT001523,CUST045,ACC045,2024-09-01,login,6,1.97,93,White Label Branding
EVT001524,CUST045,ACC045,2023-10-21,login,2,1.5,51,Data Export
EVT001525,CUST045,ACC045,2024-05-30,login,7,1.69,54,Custom Reports
EVT001526,CUST045,ACC045,2024-01-31,dashboard_view,4,1.57,53,Predictive Models
EVT001527,CUST045,ACC045,2023-12-03,dashboard_view,5,0.19,95,Predictive Models
EVT001528,CUST045,ACC045,2024-03-06,login,10,1.23,64,White Label Branding
EVT001529,CUST045,ACC045,2024-06-13,login,1,0.98,83,Advanced Analytics
EVT001530,CUST045,ACC045,2024-06-03,report_create,10,0.47,24,User Management
EVT001531,CUST045,ACC045,2024-02-22,login,6,1.92,48,Custom Reports
EVT001532,CUST045,ACC045,2024-08-13,login,5,1.43,79,Predictive Models
EVT001533,CUST045,ACC045,2024-10-13,login,1,0.06,9,Data Integration
EVT001534,CUST045,ACC045,2023-11-24,dashboard_view,5,0.02,27,Analytics Dashboard
EVT001535,CUST047,ACC047,2024-07-27,login,45,32.68,37,Data Integration
EVT001536,CUST047,ACC047,2024-09-30,login,40,24.07,7,Advanced Analytics
EVT001537,CUST047,ACC047,2024-03-26,data_export,13,29.93,82,Analytics Dashboard
EVT001538,CUST047,ACC047,2024-08-22,login,82,49.2,31,User Management
EVT001539,CUST047,ACC047,2024-01-01,alert_trigger,69,20.48,11,Alerts & Notifications
EVT001540,CUST047,ACC047,2024-08-29,api_call,77,4.7,4097,Alerts & Notifications
EVT001541,CUST047,ACC047,2023-11-21,report_create,82,28.14,96,API Access
EVT001542,CUST047,ACC047,2023-10-30,api_call,58,15.32,677,User Management
EVT001543,CUST047,ACC047,2024-03-05,dashboard_view,59,38.7,49,Custom Reports
EVT001544,CUST047,ACC047,2024-07-03,login,77,48.27,94,Data Export
EVT001545,CUST047,ACC047,2024-08-14,login,91,3.76,14,API Access
EVT001546,CUST047,ACC047,2024-03-23,login,78,42.32,60,Alerts & Notifications
EVT001547,CUST047,ACC047,2024-10-17,report_create,23,31.09,58,Data Integration
EVT001548,CUST047,ACC047,2023-12-05,dashboard_view,63,29.06,40,Custom Reports
EVT001549,CUST047,ACC047,2023-11-28,login,54,28.29,96,Data Integration
EVT001550,CUST047,ACC047,2024-05-18,report_create,41,47.0,79,Alerts & Notifications
EVT001551,CUST047,ACC047,2024-08-19,login,66,28.59,56,White Label Branding
EVT001552,CUST047,ACC047,2024-08-10,report_create,99,18.66,97,White Label Branding
EVT001553,CUST047,ACC047,2024-10-08,login,92,22.44,11,Predictive Models
EVT001554,CUST047,ACC047,2023-11-18,login,87,28.54,84,Advanced Analytics
EVT001555,CUST047,ACC047,2023-12-10,login,29,33.03,5,Data Export
EVT001556,CUST047,ACC047,2023-10-22,report_create,38,33.34,32,Custom Reports
EVT001557,CUST047,ACC047,2023-11-08,login,77,49.16,47,Advanced Analytics
EVT001558,CUST047,ACC047,2024-03-04,report_create,40,31.22,63,Predictive Models
EVT001559,CUST047,ACC047,2023-12-28,login,66,28.77,79,Alerts & Notifications
EVT001560,CUST047,ACC047,2024-02-19,dashboard_view,72,26.42,84,API Access
EVT001561,CUST047,ACC047,2024-09-26,login,10,46.15,38,User Management
EVT001562,CUST047,ACC047,2023-12-27,report_create,56,40.0,78,Data Export
EVT001563,CUST047,ACC047,2024-03-10,dashboard_view,93,9.51,29,White Label Branding
EVT001564,CUST047,ACC047,2024-08-09,dashboard_view,82,20.22,50,API Access
EVT001565,CUST047,ACC047,2023-11-26,dashboard_view,69,23.07,7,Predictive Models
EVT001566,CUST047,ACC047,2023-10-18,report_create,74,17.18,14,Analytics Dashboard
EVT001567,CUST047,ACC047,2024-09-14,login,99,5.23,5,Advanced Analytics
EVT001568,CUST047,ACC047,2024-02-23,login,79,29.27,47,White Label Branding
EVT001569,CUST047,ACC047,2024-09-29,login,55,43.81,48,Analytics Dashboard
EVT001570,CUST047,ACC047,2024-07-06,login,24,9.71,22,Data Export
EVT001571,CUST047,ACC047,2024-03-31,login,38,47.83,11,Predictive Models
EVT001572,CUST047,ACC047,2024-03-17,login,74,43.05,71,Alerts & Notifications
EVT001573,CUST047,ACC047,2024-09-11,login,75,12.36,44,Data Export
EVT001574,CUST047,ACC047,2024-02-18,report_create,92,20.17,56,Data Integration
EVT001575,CUST047,ACC047,2024-04-22,login,16,18.88,10,Alerts & Notifications
EVT001576,CUST047,ACC047,2023-10-31,alert_trigger,84,35.29,38,Predictive Models
EVT001577,CUST047,ACC047,2024-04-15,dashboard_view,84,35.61,35,Analytics Dashboard
EVT001578,CUST047,ACC047,2024-06-14,login,80,39.41,87,Data Export
EVT001579,CUST047,ACC047,2024-02-22,report_create,17,45.3,11,Custom Reports
EVT001580,CUST047,ACC047,2024-03-27,login,11,43.33,9,Predictive Models
EVT001581,CUST047,ACC047,2024-03-07,dashboard_view,57,9.07,8,Analytics Dashboard
EVT001582,CUST047,ACC047,2024-04-07,report_create,87,19.2,90,Data Integration
EVT001583,CUST047,ACC047,2024-02-14,login,61,45.03,13,Alerts & Notifications
EVT001584,CUST047,ACC047,2024-02-22,login,47,7.51,76,User Management
EVT001585,CUST047,ACC047,2024-06-25,report_create,61,38.96,99,Custom Reports
EVT001586,CUST047,ACC047,2023-11-03,report_create,90,6.62,43,White Label Branding
EVT001587,CUST047,ACC047,2024-07-14,dashboard_view,81,23.43,5,Analytics Dashboard
EVT001588,CUST047,ACC047,2024-04-08,dashboard_view,80,19.95,84,User Management
EVT001589,CUST047,ACC047,2024-08-31,login,84,6.45,7,Predictive Models
EVT001590,CUST047,ACC047,2024-05-08,data_export,47,5.2,50,Analytics Dashboard
EVT001591,CUST047,ACC047,2024-08-06,login,70,40.61,33,User Management
EVT001592,CUST049,ACC049,2024-09-15,api_call,8,1.97,4982,User Management
EVT001593,CUST049,ACC049,2024-01-24,dashboard_view,9,0.1,7,Predictive Models
EVT001594,CUST049,ACC049,2024-10-05,alert_trigger,6,0.87,86,User Management
EVT001595,CUST049,ACC049,2024-03-23,report_create,10,0.14,81,Data Integration
EVT001596,CUST049,ACC049,2024-01-18,login,7,1.96,81,Custom Reports
EVT001597,CUST049,ACC049,2024-02-28,dashboard_view,4,0.48,8,Analytics Dashboard
EVT001598,CUST049,ACC049,2024-04-17,login,7,0.88,32,Data Export
EVT001599,CUST049,ACC049,2024-07-05,alert_trigger,6,1.52,64,Predictive Models
EVT001600,CUST049,ACC049,2024-04-18,report_create,8,0.03,49,Advanced Analytics
EVT001601,CUST049,ACC049,2023-10-19,data_export,3,1.93,96,Analytics Dashboard
EVT001602,CUST049,ACC049,2024-01-30,login,3,1.21,59,User Management
EVT001603,CUST049,ACC049,2023-12-26,dashboard_view,2,1.25,64,Alerts & Notifications
EVT001604,CUST049,ACC049,2024-03-01,report_create,3,1.46,46,Data Export
EVT001605,CUST049,ACC049,2024-07-08,login,5,0.44,47,Advanced Analytics
EVT001606,CUST049,ACC049,2024-04-25,dashboard_view,7,0.1,58,Data Export
EVT001607,CUST049,ACC049,2024-05-21,login,1,1.28,97,Data Integration
EVT001608,CUST049,ACC049,2023-12-20,dashboard_view,7,0.17,84,Analytics Dashboard
EVT001609,CUST049,ACC049,2024-05-28,report_create,9,1.57,56,Data Integration
EVT001610,CUST049,ACC049,2024-04-27,api_call,9,0.59,9747,API Access
EVT001611,CUST049,ACC049,2024-07-19,login,3,0.99,16,Advanced Analytics
EVT001612,CUST049,ACC049,2024-08-18,data_export,1,0.63,82,API Access
EVT001613,CUST049,ACC049,2024-08-14,dashboard_view,1,0.92,37,Predictive Models
EVT001614,CUST050,ACC050,2024-03-23,login,84,27.51,18,Alerts & Notifications
EVT001615,CUST050,ACC050,2023-10-20,data_export,38,42.04,24,User Management
EVT001616,CUST050,ACC050,2024-01-04,dashboard_view,78,33.84,34,Predictive Models
EVT001617,CUST050,ACC050,2023-12-13,dashboard_view,70,8.71,18,Data Export
EVT001618,CUST050,ACC050,2024-09-01,api_call,77,30.51,798,Data Integration
EVT001619,CUST050,ACC050,2024-09-24,login,64,37.55,7,Data Export
EVT001620,CUST050,ACC050,2024-09-04,login,31,18.45,17,White Label Branding
EVT001621,CUST050,ACC050,2024-01-29,report_create,43,43.72,72,Custom Reports
EVT001622,CUST050,ACC050,2023-12-12,login,67,41.31,67,Advanced Analytics
EVT001623,CUST050,ACC050,2024-08-20,dashboard_view,42,31.15,6,User Management
EVT001624,CUST050,ACC050,2024-08-25,dashboard_view,85,33.17,54,Predictive Models
EVT001625,CUST050,ACC050,2024-09-27,login,75,36.96,56,Predictive Models
EVT001626,CUST050,ACC050,2024-09-05,login,20,14.85,65,Advanced Analytics
EVT001627,CUST050,ACC050,2024-09-28,login,13,35.21,11,Advanced Analytics
EVT001628,CUST050,ACC050,2024-03-07,login,79,15.66,46,Alerts & Notifications
EVT001629,CUST050,ACC050,2024-06-18,login,35,47.43,16,Data Integration
EVT001630,CUST050,ACC050,2023-10-28,login,29,49.0,10,Custom Reports
EVT001631,CUST050,ACC050,2024-01-02,login,83,10.34,86,Data Integration
EVT001632,CUST050,ACC050,2024-04-25,report_create,38,6.44,80,Predictive Models
EVT001633,CUST050,ACC050,2024-06-22,dashboard_view,40,41.22,40,User Management
EVT001634,CUST050,ACC050,2024-08-22,alert_trigger,86,41.42,57,Advanced Analytics
EVT001635,CUST050,ACC050,2024-06-22,dashboard_view,10,37.02,27,Advanced Analytics
EVT001636,CUST050,ACC050,2023-10-28,api_call,60,15.26,8392,Alerts & Notifications
EVT001637,CUST050,ACC050,2023-12-22,login,97,2.56,46,User Management
EVT001638,CUST050,ACC050,2024-07-23,login,87,38.89,23,Data Integration
EVT001639,CUST050,ACC050,2024-01-25,data_export,80,38.43,14,API Access
EVT001640,CUST050,ACC050,2024-08-23,report_create,69,43.98,6,Predictive Models
EVT001641,CUST050,ACC050,2024-04-20,data_export,48,24.06,81,Alerts & Notifications
EVT001642,CUST050,ACC050,2023-11-01,login,45,17.02,58,Alerts & Notifications
EVT001643,CUST050,ACC050,2024-08-03,report_create,29,31.16,40,User Management
EVT001644,CUST050,ACC050,2024-08-28,dashboard_view,19,21.04,46,Predictive Models
EVT001645,CUST050,ACC050,2024-02-05,data_export,54,3.15,50,Custom Reports
EVT001646,CUST050,ACC050,2024-08-28,dashboard_view,88,19.05,37,White Label Branding
EVT001647,CUST050,ACC050,2024-06-23,report_create,71,33.71,59,Predictive Models
EVT001648,CUST050,ACC050,2023-11-29,dashboard_view,69,33.6,97,Analytics Dashboard
EVT001649,CUST050,ACC050,2024-09-29,login,44,46.34,67,White Label Branding
EVT001650,CUST050,ACC050,2024-03-25,report_create,41,9.15,88,API Access
EVT001651,CUST050,ACC050,2024-01-14,dashboard_view,42,22.31,74,Predictive Models
EVT001652,CUST050,ACC050,2024-03-03,login,32,43.18,96,Data Integration
EVT001653,CUST050,ACC050,2024-06-18,dashboard_view,83,43.46,91,Analytics Dashboard
EVT001654,CUST051,ACC051,2024-02-04,report_create,24,44.36,67,Analytics Dashboard
EVT001655,CUST051,ACC051,2024-07-07,dashboard_view,48,43.18,59,User Management
EVT001656,CUST051,ACC051,2023-10-24,report_create,82,29.91,5,White Label Branding
EVT001657,CUST051,ACC051,2023-10-31,login,97,42.98,80,White Label Branding
EVT001658,CUST051,ACC051,2024-07-08,report_create,24,29.47,81,API Access
EVT001659,CUST051,ACC051,2024-03-04,login,87,25.86,79,Data Export
EVT001660,CUST051,ACC051,2024-01-15,login,79,35.0,37,API Access
EVT001661,CUST051,ACC051,2024-04-04,login,64,27.58,67,Data Export
EVT001662,CUST051,ACC051,2024-07-20,login,53,8.97,81,Advanced Analytics
EVT001663,CUST051,ACC051,2024-09-06,api_call,61,17.89,4042,Data Export
EVT001664,CUST051,ACC051,2024-02-14,alert_trigger,96,5.56,94,Advanced Analytics
EVT001665,CUST051,ACC051,2024-04-23,login,37,28.45,47,Alerts & Notifications
EVT001666,CUST051,ACC051,2024-02-25,login,37,26.91,68,Data Integration
EVT001667,CUST051,ACC051,2024-10-09,alert_trigger,65,33.79,38,Analytics Dashboard
EVT001668,CUST051,ACC051,2023-11-09,login,86,44.5,9,API Access
EVT001669,CUST051,ACC051,2024-03-10,login,70,1.34,57,Alerts & Notifications
EVT001670,CUST051,ACC051,2024-06-04,login,89,31.83,13,White Label Branding
EVT001671,CUST051,ACC051,2024-07-29,login,87,13.72,21,Data Integration
EVT001672,CUST051,ACC051,2024-03-01,dashboard_view,96,47.9,24,Data Export
EVT001673,CUST051,ACC051,2023-12-15,dashboard_view,93,19.74,76,Data Integration
EVT001674,CUST051,ACC051,2023-10-18,login,52,4.52,77,Data Integration
EVT001675,CUST051,ACC051,2024-05-23,report_create,21,24.15,3,White Label Branding
EVT001676,CUST051,ACC051,2024-08-04,login,81,14.96,64,Advanced Analytics
EVT001677,CUST051,ACC051,2024-07-12,login,35,40.32,18,Custom Reports
EVT001678,CUST051,ACC051,2023-11-06,login,14,9.26,94,Data Integration
EVT001679,CUST051,ACC051,2024-04-14,dashboard_view,50,45.22,96,Custom Reports
EVT001680,CUST051,ACC051,2024-02-13,login,21,9.6,81,Custom Reports
EVT001681,CUST051,ACC051,2024-05-18,login,95,27.72,2,API Access
EVT001682,CUST051,ACC051,2024-08-09,login,80,13.6,68,White Label Branding
EVT001683,CUST051,ACC051,2023-12-18,data_export,49,25.81,84,Alerts & Notifications
EVT001684,CUST051,ACC051,2024-08-22,report_create,62,40.6,24,Data Integration
EVT001685,CUST051,ACC051,2023-11-24,login,96,32.75,97,API Access
EVT001686,CUST051,ACC051,2024-04-02,report_create,13,2.02,83,Analytics Dashboard
EVT001687,CUST051,ACC051,2024-01-20,login,23,16.55,80,Alerts & Notifications
EVT001688,CUST051,ACC051,2023-12-02,alert_trigger,58,26.08,74,Custom Reports
EVT001689,CUST051,ACC051,2024-07-19,alert_trigger,77,44.52,8,Predictive Models
EVT001690,CUST051,ACC051,2024-07-31,login,35,35.06,70,White Label Branding
EVT001691,CUST051,ACC051,2024-03-26,login,77,23.38,27,Advanced Analytics
EVT001692,CUST051,ACC051,2024-07-02,report_create,71,8.43,73,Data Export
EVT001693,CUST051,ACC051,2024-03-22,api_call,35,7.02,9939,Analytics Dashboard
EVT001694,CUST051,ACC051,2024-03-26,api_call,75,8.79,7936,Analytics Dashboard
